2009.06.30,592000,6000,600000,609000,592000,411839,False
2009.06.29,598000,2000,599000,608000,595000,270129,True
2009.06.26,596000,8000,596000,601000,590000,553229,True
2009.06.25,588000,8000,581000,597000,578000,635999,True
2009.06.24,580000,5000,577000,583000,574000,458797,True
2009.06.23,575000,0,571000,580000,567000,580246,True
2009.06.22,575000,13000,562000,582000,560000,490199,True
2009.06.19,562000,3000,569000,571000,561000,395510,False
2009.06.18,565000,10000,575000,579000,563000,423443,False
2009.06.17,575000,10000,567000,579000,563000,351077,True
2009.06.16,565000,14000,570000,574000,565000,393278,False
2009.06.15,579000,5000,584000,586000,571000,400593,False
2009.06.12,584000,1000,589000,591000,583000,351342,False
2009.06.11,585000,2000,587000,598000,582000,912977,False
2009.06.10,587000,22000,567000,589000,564000,763510,True
2009.06.09,565000,10000,582000,583000,565000,500905,False
2009.06.08,575000,6000,573000,579000,571000,536395,True
2009.06.05,569000,14000,564000,570000,555000,621224,True
2009.06.04,555000,3000,557000,570000,547000,591055,True
2009.06.03,552000,4000,558000,565000,551000,386327,False
2009.06.02,556000,2000,566000,569000,555000,557997,False
2009.06.01,558000,0,552000,558000,544000,417569,True
2009.05.29,558000,1000,557000,561000,550000,507107,False
2009.05.28,559000,24000,540000,559000,536000,661008,True
2009.05.27,535000,3000,545000,551000,534000,621474,False
2009.05.26,538000,7000,545000,547000,535000,561091,False
2009.05.25,545000,5000,546000,554000,520000,569233,False
2009.05.22,550000,13000,557000,560000,550000,513419,False
2009.05.21,563000,13000,570000,573000,560000,401741,False
2009.05.20,576000,6000,573000,577000,570000,424441,True
2009.05.19,570000,14000,567000,573000,562000,558953,True
2009.05.18,556000,1000,555000,560000,551000,448912,True
2009.05.15,555000,3000,558000,562000,553000,470800,True
2009.05.14,552000,8000,556000,557000,551000,616722,False
2009.05.13,560000,1000,563000,566000,557000,587440,False
2009.05.12,561000,2000,563000,569000,560000,478618,False
2009.05.11,563000,6000,566000,568000,558000,645642,False
2009.05.08,569000,3000,566000,574000,563000,457850,True
2009.05.07,566000,1000,572000,573000,559000,692174,True
2009.05.06,565000,17000,575000,581000,563000,1162246,False
2009.05.04,582000,10000,595000,597000,578000,794074,False
2009.04.30,592000,6000,595000,602000,584000,614575,True
2009.04.29,586000,11000,577000,586000,575000,330345,True
2009.04.28,575000,10000,590000,590000,575000,483330,False
2009.04.27,585000,7000,592000,594000,579000,544508,False
2009.04.24,592000,35000,616000,627000,590000,918606,False
2009.04.23,627000,18000,614000,632000,611000,648383,True
2009.04.22,609000,18000,598000,615000,594000,823549,True
2009.04.21,591000,1000,581000,596000,578000,366625,False
2009.04.20,592000,5000,600000,601000,582000,352314,False
2009.04.17,597000,16000,594000,604000,589000,813278,True
2009.04.16,581000,4000,596000,599000,580000,585753,False
2009.04.15,585000,10000,566000,585000,565000,515900,True
2009.04.14,575000,8000,585000,588000,571000,511532,False
2009.04.13,583000,20000,594000,600000,582000,414643,False
2009.04.10,603000,23000,597000,603000,588000,654511,True
2009.04.09,580000,23000,561000,584000,560000,618462,True
2009.04.08,557000,27000,574000,578000,555000,629676,False
2009.04.07,584000,10000,591000,595000,583000,548239,False
2009.04.06,594000,1000,593000,613000,593000,666796,True
2009.04.03,593000,2000,599000,600000,584000,494771,True
2009.04.02,591000,21000,584000,591000,575000,574300,True
2009.04.01,570000,2000,570000,580000,559000,499210,True
2009.03.31,568000,1000,564000,584000,563000,400383,True
2009.03.30,567000,17000,581000,590000,565000,367430,False
2009.03.27,584000,14000,581000,589000,574000,570942,True
2009.03.26,570000,14000,551000,571000,548000,417543,True
2009.03.25,556000,3000,550000,559000,550000,255161,False
2009.03.24,559000,10000,560000,560000,548000,496199,True
2009.03.23,549000,7000,542000,555000,542000,348027,True
2009.03.20,542000,1000,535000,549000,535000,351232,True
2009.03.19,541000,1000,547000,549000,537000,390350,True
2009.03.18,540000,6000,538000,541000,527000,338260,True
2009.03.17,534000,11000,528000,537000,517000,404265,True
2009.03.16,523000,5000,526000,536000,517000,294232,False
2009.03.13,528000,8000,540000,550000,528000,482577,False
2009.03.12,536000,11000,520000,536000,520000,1015424,True
2009.03.11,525000,21000,519000,525000,513000,531834,True
2009.03.10,504000,11000,505000,518000,502000,409733,False
2009.03.09,515000,12000,510000,516000,497500,364505,True
2009.03.06,503000,0,496000,505000,494000,388240,True
2009.03.05,503000,14000,499000,506000,489500,659652,True
2009.03.04,489000,13500,478000,490500,469000,522266,True
2009.03.03,475500,13500,454500,479000,454500,499864,True
2009.03.02,462000,15000,475500,475500,458000,495966,False
2009.02.27,477000,0,475000,493000,470500,591657,True
2009.02.26,477000,1000,479000,493000,465000,439354,False
2009.02.25,478000,10500,481500,483000,473500,418548,True
2009.02.24,467500,17500,470000,472500,464000,453439,False
2009.02.23,485000,17500,465000,485000,461000,426559,True
2009.02.20,467500,13000,475000,480000,467500,520104,False
2009.02.19,480500,2500,476500,488000,471500,529170,True
2009.02.18,478000,12500,488000,489000,477500,581210,False
2009.02.17,490500,13500,499000,500000,487000,473899,False
2009.02.16,504000,7000,508000,520000,502000,327738,False
2009.02.13,511000,9000,511000,519000,504000,481436,False
2009.02.12,520000,7000,507000,520000,501000,560429,True
2009.02.11,513000,7000,506000,519000,505000,325350,False
2009.02.10,520000,7000,532000,534000,514000,497492,False
2009.02.09,527000,18000,545000,548000,521000,652399,False
2009.02.06,545000,24000,536000,545000,529000,696621,True
2009.02.05,521000,3000,520000,536000,513000,695839,True
2009.02.04,518000,28000,505000,520000,499500,614068,True
2009.02.03,490000,16500,488500,499000,473500,549025,True
2009.02.02,473500,14500,488000,496000,472500,471490,False
2009.01.30,488000,10500,484500,492500,484000,386698,False
2009.01.29,498500,10000,488500,499500,481000,656374,True
2009.01.28,488500,46500,470000,492000,464000,919012,True
2009.01.23,442000,19000,447500,451500,438500,632513,False
2009.01.22,461000,12500,464000,464000,449500,524424,True
2009.01.21,448500,15500,450000,454000,447000,444825,False
2009.01.20,464000,11000,460500,466000,457000,369921,False
2009.01.19,475000,6000,476000,480500,471000,382738,True
2009.01.16,469000,9500,464000,469000,455500,445234,True
2009.01.15,459500,30000,474500,474500,457500,629006,False
2009.01.14,489500,2000,489500,492000,477500,386381,False
2009.01.13,491500,2000,490500,493000,480000,351933,True
2009.01.12,489500,3500,490000,498000,487000,354360,False
2009.01.09,493000,15000,503000,506000,486000,602855,False
2009.01.08,508000,16000,518000,519000,503000,613566,False
2009.01.07,524000,26000,505000,524000,499000,827163,True
2009.01.06,498000,22000,482000,502000,479500,901449,True
2009.01.05,476000,6000,480000,487000,473500,609528,True
2009.01.02,470000,19000,453500,470000,442500,460533,True
2008.12.30,451000,3000,458000,463500,451000,359177,False
2008.12.29,454000,2000,456000,457000,438500,319072,False
2008.12.26,456000,4000,460500,463000,454000,231564,False
2008.12.24,460000,3500,464500,466000,456000,378921,True
2008.12.23,456500,29500,481000,484500,456500,570568,False
2008.12.22,486000,3500,499500,502000,481000,458601,False
2008.12.19,489500,21500,475000,497500,474000,980858,True
2008.12.18,468000,8500,460000,468500,453500,667525,True
2008.12.17,459500,2500,465500,467000,451000,677723,True
2008.12.16,457000,15000,465000,467000,450500,704494,False
2008.12.15,472000,7000,470000,481000,468000,558818,True
2008.12.12,465000,17500,466000,480500,458000,558446,False
2008.12.11,482500,1500,482000,483500,460500,1038513,True
2008.12.10,481000,11500,469000,481000,466000,745554,True
2008.12.09,469500,5500,466000,469500,453000,593059,True
2008.12.08,464000,37000,434500,465000,430000,808511,True
2008.12.05,427000,3500,425500,437000,425500,591562,False
2008.12.04,430500,10500,446000,446500,427000,699805,False
2008.12.03,441000,13000,454000,460000,435500,723926,False
2008.12.02,454000,22500,452000,462000,450500,483696,False
2008.12.01,476500,9500,485500,486000,474500,430148,False
2008.11.28,486000,1000,486000,488500,479500,451281,True
2008.11.27,485000,12000,484000,487000,477500,531590,True
2008.11.26,473000,21500,461000,475000,456000,620918,True
2008.11.25,451500,11500,458000,466500,440500,662270,True
2008.11.24,440000,2000,442000,454000,436000,582670,False
2008.11.21,442000,19000,419000,446000,411000,631373,True
2008.11.20,423000,15000,422000,431500,419500,561849,False
2008.11.19,438000,3000,435000,443500,424000,620423,True
2008.11.18,435000,15500,438500,444500,435000,679475,False
2008.11.17,450500,14500,464500,464500,442000,651607,False
2008.11.14,465000,9000,484500,486000,461000,591769,False
2008.11.13,474000,6500,465000,474000,456000,737100,False
2008.11.12,480500,10000,467000,489000,459500,609281,True
2008.11.11,470500,4000,463000,479000,456500,720884,False
2008.11.10,474500,15000,493500,499500,472000,908392,False
2008.11.07,489500,2000,470000,495500,463000,992374,False
2008.11.06,491500,23500,500000,509000,485000,774507,False
2008.11.05,515000,1000,520000,526000,505000,820001,True
2008.11.04,514000,2000,516000,522000,506000,783348,False
2008.11.03,516000,19000,531000,545000,514000,882742,False
2008.10.31,535000,2000,537000,550000,515000,1231473,False
2008.10.30,537000,62000,507000,546000,491000,1094097,True
2008.10.29,475000,11500,489000,503000,442500,1297469,True
2008.10.28,463500,25500,430000,476500,426500,995508,True
2008.10.27,438000,30500,407500,438000,403000,962000,True
2008.10.24,407500,65000,473000,475000,406000,1192527,False
2008.10.23,472500,35500,477000,484500,460000,1000460,False
2008.10.22,508000,11000,517000,523000,490000,677300,False
2008.10.21,519000,2000,526000,530000,509000,490358,False
2008.10.20,521000,16000,512000,525000,499500,552337,True
2008.10.17,505000,1000,520000,520000,491500,890837,True
2008.10.16,504000,43000,520000,527000,500000,938627,False
2008.10.15,547000,13000,548000,552000,534000,629148,False
2008.10.14,560000,36000,541000,560000,541000,661042,True
2008.10.13,524000,3000,523000,539000,521000,610040,True
2008.10.10,521000,20000,528000,532000,506000,883889,False
2008.10.09,541000,13000,528000,548000,528000,717606,True
2008.10.08,528000,3000,519000,535000,517000,658704,False
2008.10.07,531000,14000,506000,538000,505000,593762,True
2008.10.06,517000,11000,520000,524000,510000,635956,False
2008.10.02,528000,5000,531000,539000,518000,547951,False
2008.10.01,533000,6000,542000,543000,524000,515995,False
2008.09.30,539000,5000,518000,544000,514000,757960,False
2008.09.29,544000,9000,558000,563000,540000,557064,False
2008.09.26,553000,14000,560000,562000,551000,526402,False
2008.09.25,567000,3000,557000,569000,551000,363040,True
2008.09.24,564000,4000,557000,569000,557000,414021,True
2008.09.23,560000,2000,549000,565000,548000,462841,True
2008.09.22,558000,0,557000,571000,552000,550053,True
2008.09.19,558000,41000,535000,558000,532000,1065490,True
2008.09.18,517000,8000,509000,521000,504000,822604,False
2008.09.17,525000,0,535000,537000,522000,599571,True
2008.09.16,525000,18000,510000,526000,509000,821181,False
2008.09.12,543000,6000,544000,550000,539000,605174,True
2008.09.11,537000,5000,545000,557000,536000,944275,False
2008.09.10,542000,6000,522000,548000,520000,730137,True
2008.09.09,536000,7000,540000,540000,530000,440819,False
2008.09.08,543000,23000,533000,551000,531000,778548,True
2008.09.05,520000,6000,503000,536000,502000,872989,True
2008.09.04,514000,13000,515000,522000,511000,555711,False
2008.09.03,527000,10000,512000,531000,512000,514484,True
2008.09.02,517000,11000,500000,517000,500000,688885,True
2008.09.01,506000,10000,503000,509000,501000,716739,False
2008.08.29,516000,5000,520000,526000,512000,729444,False
2008.08.28,521000,9000,526000,532000,520000,546440,False
2008.08.27,530000,10000,535000,537000,517000,687408,False
2008.08.26,540000,20000,555000,555000,539000,654017,False
2008.08.25,560000,3000,558000,562000,554000,291262,True
2008.08.22,557000,4000,551000,558000,545000,317527,True
2008.08.21,553000,7000,560000,561000,552000,352531,False
2008.08.20,560000,4000,556000,566000,555000,440811,False
2008.08.19,564000,15000,572000,575000,563000,357515,False
2008.08.18,579000,1000,581000,586000,573000,330346,False
2008.08.14,580000,7000,580000,586000,578000,394525,False
2008.08.13,587000,8000,591000,596000,583000,388962,False
2008.08.12,595000,10000,595000,602000,589000,627707,True
2008.08.11,585000,12000,586000,592000,583000,438263,True
2008.08.08,573000,5000,570000,574000,562000,490693,False
2008.08.07,578000,9000,591000,593000,573000,469476,False
2008.08.06,587000,20000,581000,587000,576000,427759,True
2008.08.05,567000,2000,565000,574000,563000,491624,True
2008.08.04,565000,0,569000,570000,557000,342112,True
2008.08.01,565000,1000,559000,567000,557000,270036,True
2008.07.31,564000,16000,547000,567000,547000,526648,True
2008.07.30,548000,4000,552000,557000,545000,527976,True
2008.07.29,544000,16000,548000,551000,542000,597317,False
2008.07.28,560000,16000,571000,573000,554000,877946,False
2008.07.25,576000,38000,599000,603000,574000,1011832,False
2008.07.24,614000,27000,587000,614000,583000,700116,True
2008.07.23,587000,3000,590000,594000,581000,568533,False
2008.07.22,590000,9000,584000,590000,580000,382911,False
2008.07.21,599000,17000,582000,606000,582000,519952,True
2008.07.18,582000,2000,591000,594000,577000,309078,False
2008.07.17,584000,23000,571000,589000,570000,652098,True
2008.07.16,561000,8000,557000,567000,554000,517293,True
2008.07.15,553000,14000,561000,563000,553000,544346,False
2008.07.14,567000,1000,564000,582000,561000,415808,False
2008.07.11,568000,8000,561000,573000,557000,655727,True
2008.07.10,560000,15000,558000,570000,556000,1074177,False
2008.07.09,575000,18000,605000,606000,575000,597274,False
2008.07.08,593000,21000,611000,618000,593000,558290,False
2008.07.07,614000,2000,610000,628000,601000,523088,False
2008.07.04,616000,17000,630000,633000,616000,450406,False
2008.07.03,633000,3000,617000,645000,617000,586598,True
2008.07.02,630000,6000,630000,637000,623000,488587,False
2008.07.01,636000,11000,626000,640000,609000,673368,True
2008.06.30,625000,18000,638000,640000,625000,573479,False
2008.06.27,643000,22000,646000,650000,637000,511537,False
2008.06.26,665000,10000,660000,670000,656000,398145,True
2008.06.25,655000,4000,658000,661000,644000,446589,False
2008.06.24,659000,1000,660000,664000,654000,313711,True
2008.06.23,658000,10000,652000,663000,652000,408770,False
2008.06.20,668000,7000,688000,688000,665000,428189,False
2008.06.19,675000,29000,696000,697000,675000,516520,False
2008.06.18,704000,16000,681000,704000,681000,302076,True
2008.06.17,688000,3000,691000,695000,681000,365451,False
2008.06.16,691000,17000,685000,691000,680000,335345,True
2008.06.13,674000,11000,672000,692000,666000,529803,True
2008.06.12,663000,18000,669000,678000,663000,901709,False
2008.06.11,681000,15000,669000,688000,667000,479723,True
2008.06.10,666000,20000,687000,691000,665000,560106,False
2008.06.09,686000,23000,684000,692000,682000,619982,False
2008.06.05,709000,4000,718000,718000,707000,362537,False
2008.06.04,713000,9000,703000,720000,703000,286740,True
2008.06.03,704000,22000,722000,722000,703000,419364,False
2008.06.02,726000,15000,735000,741000,725000,397396,False
2008.05.30,741000,11000,729000,741000,725000,493392,True
2008.05.29,730000,38000,704000,730000,697000,497100,True
2008.05.28,692000,10000,718000,718000,690000,415084,False
2008.05.27,702000,23000,690000,705000,689000,364827,True
2008.05.26,679000,28000,699000,700000,672000,844508,False
2008.05.23,707000,6000,710000,723000,707000,294057,False
2008.05.22,713000,5000,712000,720000,704000,362597,False
2008.05.21,718000,5000,702000,726000,701000,473984,True
2008.05.20,713000,15000,728000,729000,703000,912462,False
2008.05.19,728000,32000,760000,763000,728000,632545,False
2008.05.16,760000,4000,760000,764000,749000,604150,False
2008.05.15,764000,26000,740000,764000,740000,549754,True
2008.05.14,738000,3000,732000,738000,729000,401059,True
2008.05.13,735000,26000,718000,735000,710000,600893,True
2008.05.09,709000,19000,732000,733000,707000,581711,False
2008.05.08,728000,13000,725000,730000,719000,688815,False
2008.05.07,741000,4000,738000,745000,732000,446575,False
2008.05.06,745000,14000,735000,745000,732000,767162,True
2008.05.02,731000,20000,733000,734000,724000,1008350,True
2008.04.30,711000,1000,709000,718000,705000,627649,True
2008.04.29,710000,6000,717000,718000,706000,434594,False
2008.04.28,716000,26000,696000,719000,692000,764629,True
2008.04.25,690000,29000,670000,690000,666000,1005154,True
2008.04.24,661000,8000,659000,671000,655000,502378,True
2008.04.23,653000,22000,668000,675000,653000,508013,False
2008.04.22,675000,1000,670000,679000,668000,367195,True
2008.04.21,674000,9000,675000,676000,666000,429666,True
2008.04.18,665000,4000,662000,677000,662000,504488,True
2008.04.17,661000,10000,668000,671000,660000,404439,True
2008.04.16,651000,7000,660000,665000,647000,502937,False
2008.04.15,658000,20000,678000,679000,658000,392714,False
2008.04.14,678000,2000,670000,678000,662000,420276,False
2008.04.11,680000,24000,660000,680000,660000,795995,True
2008.04.10,656000,10000,643000,662000,639000,674191,True
2008.04.08,646000,4000,643000,648000,636000,341622,False
2008.04.07,650000,0,646000,661000,646000,411714,True
2008.04.04,650000,12000,662000,662000,647000,350113,False
2008.04.03,662000,1000,661000,667000,656000,433515,True
2008.04.02,661000,25000,652000,662000,651000,778721,True
2008.04.01,636000,13000,628000,641000,618000,679572,True
2008.03.31,623000,10000,617000,629000,612000,586773,True
2008.03.28,613000,8000,605000,618000,603000,506860,True
2008.03.27,605000,7000,606000,608000,596000,418533,False
2008.03.26,612000,2000,619000,619000,609000,318996,True
2008.03.25,610000,11000,611000,615000,605000,428317,True
2008.03.24,599000,8000,604000,606000,595000,211833,False
2008.03.21,607000,1000,609000,610000,602000,431495,True
2008.03.20,606000,15000,585000,606000,579000,646685,True
2008.03.19,591000,23000,582000,593000,580000,700706,True
2008.03.18,568000,18000,552000,572000,552000,849608,True
2008.03.17,550000,3000,553000,559000,545000,814825,True
2008.03.14,547000,3000,555000,557000,543000,443619,False
2008.03.13,550000,10000,551000,559000,547000,616703,False
2008.03.12,560000,5000,566000,570000,558000,487481,True
2008.03.11,555000,1000,548000,559000,547000,627098,True
2008.03.10,554000,4000,548000,561000,545000,357960,True
2008.03.07,550000,12000,550000,555000,547000,405455,False
2008.03.06,562000,0,563000,575000,558000,377012,True
2008.03.05,562000,10000,551000,566000,551000,421940,True
2008.03.04,552000,3000,550000,561000,550000,339511,True
2008.03.03,549000,11000,545000,552000,542000,442736,False
2008.02.29,560000,20000,577000,577000,560000,459776,False
2008.02.28,580000,2000,584000,585000,573000,290722,True
2008.02.27,578000,7000,573000,586000,569000,277656,True
2008.02.26,571000,10000,581000,586000,569000,247871,False
2008.02.25,581000,1000,578000,582000,575000,304726,False
2008.02.22,582000,12000,582000,587000,580000,311492,False
2008.02.21,594000,16000,579000,596000,579000,425392,True
2008.02.20,578000,9000,587000,590000,576000,363429,False
2008.02.19,587000,10000,580000,587000,577000,332820,True
2008.02.18,577000,9000,582000,587000,571000,368249,False
2008.02.15,586000,7000,586000,590000,575000,400020,False
2008.02.14,593000,19000,583000,593000,580000,576741,True
2008.02.13,574000,1000,588000,588000,570000,431174,True
2008.02.12,573000,11000,585000,588000,573000,370261,False
2008.02.11,584000,29000,591000,601000,584000,576825,False
2008.02.05,613000,1000,605000,618000,601000,464151,True
2008.02.04,612000,26000,602000,612000,600000,938431,True
2008.02.01,586000,9000,601000,605000,578000,567042,False
2008.01.31,595000,24000,579000,597000,571000,935342,True
2008.01.30,571000,13000,567000,581000,560000,715388,True
2008.01.29,558000,19000,546000,560000,544000,429425,True
2008.01.28,539000,22000,553000,565000,536000,544264,False
2008.01.25,561000,5000,556000,570000,554000,522150,True
2008.01.24,556000,16000,551000,562000,549000,558040,True
2008.01.23,540000,4000,552000,556000,538000,726077,True
2008.01.22,536000,28000,550000,558000,536000,864273,False
2008.01.21,564000,3000,561000,573000,558000,501701,False
2008.01.18,567000,7000,552000,572000,548000,711728,True
2008.01.17,560000,30000,537000,560000,536000,844278,True
2008.01.16,530000,2000,520000,540000,518000,988962,False
2008.01.15,532000,7000,533000,541000,521000,805679,True
2008.01.14,525000,9000,514000,526000,514000,443340,True
2008.01.11,516000,0,518000,526000,511000,468503,True
2008.01.10,516000,9000,522000,529000,516000,631027,False
2008.01.09,525000,9000,517000,529000,513000,477309,True
2008.01.08,516000,3000,519000,524000,516000,495674,False
2008.01.07,519000,20000,518000,524000,517000,795744,False
2008.01.04,539000,7000,546000,548000,538000,359947,False
2008.01.03,546000,2000,538000,553000,532000,386930,True
2008.01.02,544000,12000,559000,560000,542000,360944,False
2007.12.28,556000,14000,565000,567000,556000,296401,False
2007.12.27,570000,6000,574000,578000,570000,238236,False
2007.12.26,576000,2000,579000,584000,572000,219840,False
2007.12.24,578000,18000,562000,580000,562000,377486,True
2007.12.21,560000,1000,562000,564000,551000,367215,True
2007.12.20,559000,1000,559000,568000,554000,439365,False
2007.12.18,560000,0,550000,564000,549000,435046,True
2007.12.17,560000,21000,568000,577000,560000,588904,False
2007.12.14,581000,9000,583000,588000,574000,401297,False
2007.12.13,590000,8000,596000,599000,583000,686677,False
2007.12.12,598000,5000,591000,600000,586000,603108,False
2007.12.11,603000,11000,614000,614000,603000,448498,False
2007.12.10,614000,6000,613000,614000,606000,452015,True
2007.12.07,608000,4000,613000,617000,604000,604735,False
2007.12.06,612000,30000,598000,612000,597000,1125181,True
2007.12.05,582000,7000,574000,594000,571000,464512,True
2007.12.04,575000,9000,571000,581000,568000,412473,True
2007.12.03,566000,1000,555000,568000,544000,465441,True
2007.11.30,565000,2000,567000,573000,562000,593196,False
2007.11.29,567000,23000,555000,569000,552000,894868,True
2007.11.28,544000,5000,543000,552000,536000,488377,True
2007.11.27,539000,24000,556000,556000,530000,678884,False
2007.11.26,563000,6000,561000,564000,547000,556621,True
2007.11.23,557000,18000,535000,560000,535000,858483,True
2007.11.22,539000,24000,510000,539000,509000,763412,True
2007.11.21,515000,16000,531000,531000,514000,662031,False
2007.11.20,531000,10000,530000,535000,526000,431832,False
2007.11.19,541000,16000,558000,561000,541000,445045,False
2007.11.16,557000,13000,558000,567000,554000,480745,False
2007.11.15,570000,23000,546000,571000,545000,1021965,True
2007.11.14,547000,15000,545000,548000,538000,599956,True
2007.11.13,532000,0,525000,539000,523000,507261,True
2007.11.12,532000,8000,530000,534000,524000,518333,False
2007.11.09,540000,4000,539000,550000,534000,639905,True
2007.11.08,536000,34000,558000,562000,536000,885500,False
2007.11.07,570000,22000,549000,573000,547000,1185442,True
2007.11.06,548000,20000,523000,548000,523000,615179,True
2007.11.05,528000,12000,535000,537000,526000,552045,False
2007.11.02,540000,9000,540000,548000,538000,478373,False
2007.11.01,549000,1000,555000,557000,543000,535987,False
2007.10.31,550000,6000,547000,551000,543000,554686,True
2007.10.30,544000,1000,545000,550000,537000,383367,False
2007.10.29,545000,13000,540000,550000,535000,803595,True
2007.10.26,532000,25000,511000,532000,503000,1028972,True
2007.10.25,507000,6000,511000,518000,500000,746154,False
2007.10.24,513000,9000,526000,526000,509000,809430,False
2007.10.23,522000,0,525000,530000,522000,639428,True
2007.10.22,522000,18000,521000,533000,519000,660209,False
2007.10.19,540000,18000,529000,548000,519000,970389,True
2007.10.18,522000,7000,520000,526000,516000,600895,True
2007.10.17,515000,0,516000,522000,508000,717686,True
2007.10.16,515000,27000,527000,532000,513000,1337079,False
2007.10.15,542000,15000,558000,562000,538000,678801,False
2007.10.12,557000,2000,551000,572000,547000,1131265,True
2007.10.11,555000,3000,553000,559000,543000,604203,True
2007.10.10,552000,15000,545000,553000,538000,651943,True
2007.10.09,537000,14000,541000,545000,533000,814499,False
2007.10.08,551000,2000,554000,558000,541000,567816,False
2007.10.05,553000,12000,566000,567000,548000,595779,False
2007.10.04,565000,14000,563000,570000,560000,806971,False
2007.10.02,579000,6000,579000,585000,576000,602735,True
2007.10.01,573000,2000,576000,577000,567000,343253,False
2007.09.28,575000,17000,576000,577000,570000,857833,True
2007.09.27,558000,24000,550000,558000,543000,998378,True
2007.09.21,534000,12000,540000,543000,532000,789349,False
2007.09.20,546000,6000,547000,552000,540000,580397,False
2007.09.19,552000,10000,553000,559000,548000,579688,True
2007.09.18,542000,3000,545000,548000,538000,475220,False
2007.09.17,545000,11000,551000,552000,544000,429775,False
2007.09.14,556000,6000,560000,561000,552000,485976,False
2007.09.13,562000,2000,560000,567000,551000,487920,True
2007.09.12,560000,7000,568000,570000,559000,293606,False
2007.09.11,567000,4000,565000,573000,561000,274242,True
2007.09.10,563000,12000,563000,564000,556000,355035,False
2007.09.07,575000,0,575000,575000,566000,314939,True
2007.09.06,575000,6000,562000,575000,561000,354811,True
2007.09.05,569000,6000,580000,585000,569000,392598,False
2007.09.04,575000,1000,576000,583000,571000,299246,False
2007.09.03,576000,15000,591000,591000,575000,397640,False
2007.08.31,591000,19000,570000,591000,570000,604518,True
2007.08.30,572000,10000,575000,578000,569000,384634,True
2007.08.29,562000,14000,558000,568000,558000,642367,False
2007.08.28,576000,1000,574000,577000,568000,524180,False
2007.08.27,577000,9000,591000,600000,575000,433787,False
2007.08.24,586000,13000,595000,597000,583000,378526,False
2007.08.23,599000,5000,610000,613000,597000,399470,True
2007.08.22,594000,2000,596000,602000,592000,404209,True
2007.08.21,592000,2000,590000,599000,586000,360890,True
2007.08.20,590000,18000,590000,592000,585000,480255,True
2007.08.17,572000,8000,587000,590000,568000,750269,False
2007.08.16,580000,32000,584000,590000,579000,1019576,False
2007.08.14,612000,1000,612000,621000,607000,338452,False
2007.08.13,613000,10000,606000,617000,601000,352710,True
2007.08.10,603000,18000,606000,608000,598000,614480,False
2007.08.09,621000,19000,620000,625000,616000,848994,True
2007.08.08,602000,18000,590000,602000,587000,412545,True
2007.08.07,584000,0,595000,596000,582000,314548,True
2007.08.06,584000,6000,573000,586000,572000,533294,False
2007.08.03,590000,0,600000,607000,589000,605194,True
2007.08.02,590000,9000,589000,596000,576000,586141,True
2007.08.01,581000,33000,600000,605000,576000,1060710,False
2007.07.31,614000,4000,615000,616000,609000,460355,True
2007.07.30,610000,14000,596000,610000,593000,611850,True
2007.07.27,596000,30000,617000,618000,596000,1146364,False
2007.07.26,626000,22000,649000,652000,626000,624477,False
2007.07.25,648000,6000,640000,653000,640000,398524,False
2007.07.24,654000,4000,659000,663000,646000,358818,False
2007.07.23,658000,3000,653000,660000,649000,408561,False
2007.07.20,661000,25000,641000,661000,636000,577445,True
2007.07.19,636000,4000,635000,649000,631000,596973,False
2007.07.18,640000,10000,658000,662000,640000,753917,False
2007.07.16,650000,37000,685000,686000,648000,967675,False
2007.07.13,687000,41000,665000,687000,659000,1373929,True
2007.07.12,646000,11000,635000,652000,634000,571650,True
2007.07.11,635000,6000,621000,638000,620000,531478,True
2007.07.10,629000,14000,639000,647000,629000,676063,False
2007.07.09,643000,16000,638000,649000,633000,1269926,True
2007.07.06,627000,36000,603000,632000,599000,1657421,True
2007.07.05,591000,13000,587000,593000,582000,668376,True
2007.07.04,578000,7000,573000,584000,572000,430156,True
2007.07.03,571000,6000,572000,575000,568000,519591,True
2007.07.02,565000,1000,558000,567000,558000,306054,False
2007.06.29,566000,12000,578000,579000,566000,576459,False
2007.06.28,578000,3000,581000,585000,575000,409739,False
2007.06.27,581000,7000,584000,586000,579000,347123,False
2007.06.26,588000,0,591000,593000,583000,391951,True
2007.06.25,588000,3000,588000,597000,585000,394549,False
2007.06.22,591000,2000,596000,601000,588000,830912,True
2007.06.21,589000,12000,586000,592000,579000,921332,True
2007.06.20,577000,8000,587000,588000,574000,572511,False
2007.06.19,585000,4000,594000,594000,583000,381509,False
2007.06.18,589000,15000,580000,590000,576000,684731,True
2007.06.15,574000,7000,578000,579000,571000,481646,False
2007.06.14,581000,8000,580000,581000,573000,639714,True
2007.06.13,573000,5000,575000,577000,567000,357930,False
2007.06.12,578000,0,572000,583000,572000,347447,True
2007.06.11,578000,6000,578000,585000,572000,669738,True
2007.06.08,572000,3000,562000,576000,561000,672987,True
2007.06.07,569000,2000,559000,570000,559000,482594,False
2007.06.05,571000,1000,575000,582000,569000,610785,False
2007.06.04,572000,16000,566000,578000,563000,1083523,True
2007.06.01,556000,21000,546000,559000,543000,965614,True
2007.05.31,535000,3000,536000,542000,532000,646556,True
2007.05.30,532000,5000,537000,537000,525000,788854,False
2007.05.29,537000,11000,546000,547000,535000,688101,False
2007.05.28,548000,4000,550000,551000,546000,394294,False
